post_id,time,text
727704986067506,2023-11-06 16:55:06,"Nhìn thì trông chiếc Mèo cute thế thôi chứ thực ra..... 😂

_______________________________
The Marvels khởi chiếu tại các rạp trên toàn quốc ngày 10/11"
727634169407921,2023-11-06 13:08:45,"Sự ích kỷ của Loki😔.
Sau những gì trải qua, Loki đã có được và biết quý trọng những người bạn đồng hành và cảm thấy mình có mục đích tồn tại, không lạc lõng bơ vơ. Trong vô thức anh muốn níu kéo họ một cách ""ích kỷ"", nhờ đó vạn vật sẽ được khôi phục, có lẽ đây là ""Glorious Purpose"" của Loki."
727556759415662,2023-11-06 09:08:10,"Mình khá tò mò về lần đầu tiên Kamala được gặp Idol thì như thế nào, ngoài đời thì cô bé up cả trăm cái story về việc được mấy diễn viên Marvel nhắn tin chúc mừng, không biết trong phim thì cô bé phản ứng raXem thêm sao.
Iman Vellani là một trong những diên viên trẻ đu idol thành công nhất trong dàn Young Avengers, từ fan Marvel trở thành Avengers"
727161116121893,2023-11-05 19:27:48,"Khi được hỏi:""Ai là người đầu tiên rủ mày bắn thuốc lào?"""
726771442827527,2023-11-05 01:39:52,Ok 👌
726657189505619,2023-11-04 21:48:15,"Ông nào làm tạo hình cho anh trai quả mũ kì dữ vậy. Cơ mà thấy đánh giá sớm thì ai cũng thích nhân vật của ông nhé, mang quân đội giao chiến với tộc Kree để bảo vệ 3 chị em nhà Marvel"
726632232841448,2023-11-04 20:53:50,Câu chuyện thường ngày ở nhà của mấy đứa mê mèo
726617332842938,2023-11-04 20:21:57,"""Nhật ký - Hell's Kitchen ngày 35/10/2023 ...
Tôi dường như đã unlock được một số siêu sức mạnh mới"""
726541169517221,2023-11-04 17:28:25,"""TVA, ASSEMBLE!"" - Loki

""TVA, TẬP ĐOÀN! ""- Loki"
726407516197253,2023-11-04 14:14:52,"""Bên chi nhánh TVA Bank mới tuyển được nhân sự đỉnh lắm m ạ, ảnh vừa hiền, hài hước, nhanh tay, không ngại cviec chân tay vất vả, biết chèo thuyền, lại có backgr khủng..."" 🐧"
726347992869872,2023-11-04 10:58:19,Vụt qua trong trailer bóng dáng ai đó sắp có series riêng 18 tập 😚😚😚
726305062874165,2023-11-04 09:15:04,Kingpin 👑 Một trong những phản diện đáng sợ nhất. Hy vọng là những phân cảnh thể hiện mức độ nguy hiểm của tên ác nhân này sẽ vẫn được thể hiện tốt trong các dự án sắp tới của MCU
726114816226523,2023-11-03 23:40:59,"Series ECHO tung trailer đầu tiên với lối kể chuyện từ góc nhìn của một phản diện. Kingpin sẽ đóng vai trò quan trọng trong câu chuyện của Echo và màu phim sẽ mở đầu cho một anh hùng đường phố mới của Marvel.

Marvel Studios' Echo ra mắt 10 tháng 1 trên Disney+ và các hệ thống chiếu phim không chính thức của người Việt"
726103789560959,2023-11-03 23:15:54,"Poster mới của Tv series ECHO
Phim sẽ ra mắt tháng 1 năm 2024 trên D+, Hulu và các trang phim yêu nước của người Việt"
725997639571574,2023-11-03 21:13:55,"The Marvels đã bắt đầu mở bán vé trên toàn quốc, ra rạp ngay hôm nay để gặp Hoàng Tử Yan bán lẩu ở phố Itaewon nào các bạn ơi.

The Marvels bắt đầu chiếu từ 9/11 tại các rạp trên toàn quốc"
725918066246198,2023-11-03 19:02:43,Nhân vật gánh team và chủ đề chính của season 2:
725745742930097,2023-11-03 12:17:18,"Loki season 2 tập 5: Science-Fiction.
Xem xong ad thấy tập này còn có thể đặt tên là Selfish (Ích kỷ) nữa. Chính sự ích kỷ của Loki có lẽ sẽ giúp cứu lấy mọi thứ.
Một tập hay đầy cảm xúc vui buồn và sợ hãi,Xem thêm khiến người xem (ít nhất là ad) cảm thấy tội cho một số nhân vật ghê luôn 😔.
Tông Infinity War mạnh vc :v, nhất là cảnh quay tại chỗ đó nghệ và trippy phết 🫠😵‍💫.

1 ad khác nhảy vào bổ sung .
Từ lúc nhà M bắt đầu làm TV Series trên Disney+ tới giờ thì tập này chắc chắn là 1 trong top 6 tập hay nhất , đứng ngang hàng với những tập như Tập cuối ss 1 Loki, What If Tập 4 và tập Cuối ss 1 ...

Phim này mà chiếu rạp thì đoạn kết tập 5 loki ss2 này chắc hét cả rạp :))"
725719409599397,2023-11-03 10:57:07,Không biết cụ X mà quay lại MCU một lần nữa thì như thế nào nhỉ?
725502589621079,2023-11-02 23:52:57,"Hộp đựng bỏng ngô khi đi xem The Marvels ở cụm rạp nào đó bên trời tây, biết là hút máu mà mấy em mèo này xứng đáng hút thật sự"
725460926291912,2023-11-02 22:16:39,"Doom is coming...
Dù là Kang hay Doctor Doom thì cả vũ trụ đều phải khốn đốn😈.
Fanart by BossLogic"
725193119652026,2023-11-02 12:00:05,"Hoa hậu thì đẹp đó nhưng ánh mắt tôi đổ dồn hết cho Hoàng Thượng phía dưới 🐱
Hôm qua còn thấy bà Thùy TIên hóa thân thành Spider-Elsa mà hôm nay đóng nguyên bộ Captain Marvel trông cháy thật đó 🔥🔥🔥

Mọi người nhớ mua vé The Marvels ra rạp từ 9.11 sắp tới tại các rạp trên toàn quốc nha, hy vọng có nhiều suất chiếu như phim Việt"
725177002986971,2023-11-02 11:11:06,"Từ đêm hôm qua một loạt thông tin đưa từ các trang báo về tương lai của MCU sẽ có sự thay đổi lớn, tuy nhiên mỗi tin lại đến từ một nguồn khác nhau và tất cả các nguồn trên đều chưa được xác thực nên tạm thờiXem thêm tổng hợp ở đây để mọi người năm 2027 quay lại xem có đúng không nhé.
1/ The Marvels sẽ thay đổi cái kết để hướng tưới một bức tranh rộng hơn, kết nối từ các vũ trụ khác nhau gồm cả X-Men như đồn đoán trước đó.
2/ Marvel đang mời lại 6 Avengers đầu tiên để tham gia vào dự án Avengers: Secret Wars, CHƯA có diễn viên nào xác nhận thông tin họ sẽ quay lại, tuy nhiên việc này fan cũng mong muốn từ lâu vì họ có thể là đóng vai của mình ở một vũ trụ khác.
3/ Marvel đang tính thay thế vai trò… Xem thêm"
724951143009557,2023-11-02 01:05:41,"Mùa 2 của Loki có rất nhiều chi tiết về việc Timeloop, từ diễn biến của việc Loki tự thanh tẩy bản thân, cái tên của OB, mối liên kết giữa Victor Timely và OB và cả 2 cái poster.
Có khi nào tất cả những gì màXem thêm Loki đang trải qua là một vòng time loop vô tận về việc sinh ra và tự hủy của dòng thời gian cũng như tổ chức TVA? Điều này cũng ít nhiều khá giống với truyền thuyết về Ragnarok của người Asgard về vòng tròn của số mệnh sinh ra rồi tận diệt."
724718566366148,2023-11-01 16:56:45,"Mấy ngày qua chắc cũng nhiều bạn đã đọc được thông tin về việc Wanda được xác nhận đã chết trong Doctor Strange MoM.
Theo thông tin xác nhận trong quyền sách Marvel Cinematic Universe official timeline xácXem thêm nhận nữ phù thủy đã chết.
Tuy nhiên, giống như nhiều nhân vật khác cũng được xác nhận đã chết trong sách như Vision, nhưng chúng ta đều hiểu anh sẽ comeback dưới dạng Vision Trắng biển chính chủ.
Vậy nên việc xác nhận Wanda đã chết là bình thường, quan trọng là cô có được hồi sinh hay không mà thôi. Trong truyện thì Wanda cũng đã từng chết và được hồi sinh nên điều này cũng không phải thứ gì mới mẻ.
Ngoài ra thì người hâm mộ cũng khó có thể chấp nhận việc cô sống như một anh hùng và chết như một phản diện. Thế nên cùng chờ xem tương lai của Wanda tại MCU sẽ như thế nào."
724549959716342,2023-11-01 09:21:57,Dự đoán cách thức mà Loki sẽ dùng với hy vọng sẽ cứu được đa vũ trụ trong các tập cuối cùng:
724261803078491,2023-10-31 21:51:35,"Ae lưu ý, chỉ còn vài tiếng nữa chúng ta sẽ bước vào tháng khó khăn nhất trong năm. Hãy sẵn sàng tinh thần, ae chúng ta sẽ vượt qua cùng nhau được thôi"
724257629745575,2023-10-31 21:41:39,"Hội hâm mộ Marvel
31 tháng 10 lúc 22:41 ·
Tùy chọn khác"
724210726416932,2023-10-31 20:14:14,"Nhân dịp lễ Halloween. Hãy cùng nhìn ngắm những màn cosplay Spider-Man cực đỉnh của các bạn fan Marvel - thành viên Hội hâm mộ Marvel thực hiện. 🔥🔥🔥
Các bạn lên đồ đẹp và xịn xò không thua kém gì các coser nước ngoài luôn. 10 điểm không nhưng 😘"
724077266430278,2023-10-31 15:46:17,"Bom tấn cuối cùng trong năm 2023 của nhà Marvel Studio
x10 sự đẹp trai
#TheMarvels
___________________
The Marvels sẽ khởi chiếu tại các rạp ngày 10/11"
724000019771336,2023-10-31 11:45:00,"Happy Halloween 👿
Thứ đáng sợ hơn đang chờ đợi ae vào tháng 11"
723971306440874,2023-10-31 10:14:34,"Hình ảnh bữa cơm quen thuộc của các ông chồng lương 5 triệu, cơm trộn tiếng vợ chửi lofi cực chill"
723729739798364,2023-10-30 23:07:01,"Ủa sao cái vòng bên tay phải thì giống mấy cái kiềng nhà Duy Mạnh, cái vòng tay trái thì giống đồ thừa kế nhà Kamala Khan nhỉ?"
723619863142685,2023-10-30 20:14:58,"Vì admin bận cưới vợ nên Offline The Marvels lần này anh em sang Hobby Horizon: Beyond chơi nhé 😅😅
Phim sẽ có 1 khu riêng tại fest, với các hoạt động như là cosplay, minigame. Hình như cũng là lần đầu 1 phimXem thêm MCU có mặt tại 1 fest ở Việt Nam.
Còn Offline riêng của Hội hứa sẽ quay trở lại trong năm sau, với Cap 4 rồi Deadpool 3. Chắc chắn không bùng kèo, chỉ cần phim không dời lịch 🥲🥲

Hobby Horizon Convention
26 tháng 10 lúc 19:02 ·

『𝐇𝐎𝟐𝐁𝐄』𝐗『𝐓𝐇𝐄 𝐌𝐀𝐑𝐕𝐄𝐋𝐒』

🎞️Phim The Marvels sẽ đồng hành cùng Hobby Horizon: Beyond!

📍Tại khu vực Marvel trong khuôn khổ HO2BE sẽ có buổi triển lãm về phim của MCU và công bố sản phẩm mới nhất đó là “The Marvels”!Xem thêm

😎Đồng thời sẽ có buổi cosplay meet up đặc biệt dành cho hội hâm mộ Marvel, hãy cùng đón chờ sớm nhất nhé!

=============================
𝐇𝐨𝐛𝐛𝐲 𝐇𝐨𝐫𝐢𝐳𝐨𝐧: 𝐁𝐞𝐲𝐨𝐧𝐝
🎫 Đăng kí vé tại đây nhé/Ticket: https://tickets.hobbyhorizon.vn/
⏰ Thời gian/Time: 4-5/11/2023
🛵 Địa điểm/Location: Sky Expo, Quận 12, TPHCM
#HO2Be #HobbyHorizon #HoHo #HobbyHorizonBeyond #TheMarvels #MCU"
723525009818837,2023-10-30 17:25:44,"THE MARVELS sẽ có suất chiếu đặc biệt ngày 9/11/2023. Các bạn hãy sẵn sàng tinh thần để đặt vé ra rạp xem phim thôi ⚡️⚡️⚡️

#TheMarvels"
723421533162518,2023-10-30 13:52:56,"Kênh Instagram chính thức của Loki hiện tại đã bị xóa sạch toàn bộ ảnh và chỉ up một clip duy nhất của Ms.Minute nhắc mọi người chờ đợi.
Có vẻ giống như việc cuối tập 4 đã có một pha xóa bảng nhẹ đến từ vị trí của TVA."
723348793169792,2023-10-30 10:01:15,Trong nhóm bạn kiểu gì cũng có một đứa như thế này
723005129870825,2023-10-29 21:43:42,Chính ra ngoài Ms.Marvel và She-HULK thì tập 4 nào cũng có cái kết đáng bàn tán 🤩🤩🤩
722861513218520,2023-10-29 17:01:39,"Để nhận là Game of the Year thì không thể, nhưng thứ mà loạt game Spider-Man làm được cho đến giờ là cực tuyệt, dù qua 3 phần nhưng vẫn luôn giữ được điểm mạnh trong lối chơi và cốt truyện, phần sau làm tốt hơn phần trước.
Sự yêu thích thì có rồi, chỉ cần cứ ổn định như thế này là fan có cái để phê rồi."
722751279896210,2023-10-29 11:43:33,"IT'S BRAVING TIME!
Quả này xem sốc thực sự luôn nhỉ các bạn 😅. Cứ nghĩ sẽ phải ít nhất đi gần đến đích thì mới gặp vấn đề ai ngờ hóa mì sợi ngay tắp lự, quá là đột ngột luôn :v.
Xin lỗi anh Timely vì tôi đã năm lần bảy lượt nghi ngờ anh suốt tập phim :)))))."
722669943237677,2023-10-29 07:50:55,Khi người yêu dỗi😒:
722456053259066,2023-10-28 22:19:23,"Sau khi sa thải đội ngũ ban đầu thì Daredevil Born Again đã tìm được thuyền trưởng mới.
Theo THR thì Dario Scardapane cũng là nhà làm phim của series The Punisher trên Netflix đảm nhiệm dự án lần này.
Lần lượtXem thêm các đạo diễn sẽ là Justin Benson cùng với Aaron Moorhead cũng là những cái tên quen thuộc với Marvel Studios khi từng chỉ đạo cho MoonKnight và Loki.
Đội ngũ cũ bị đuổi vì không thể hiện được đúng tinh thần cũng như định hướng của Marvel Studios muốn có ở siêu anh hùng Daredevil, đội ngũ mới có nghiệm vụ phải mang lại cảm giác giống như Daredevil trước đây khi còn ở trên Netflix."
722395006598504,2023-10-28 20:10:03,"Ba phiên bản của Kang do Jonathan Majors thể hiện mang tới 3 cảm giác hoàn toàn khác nhau.
Một kẻ có gì đó ma giáo, mệt mỏi với cuộc đời và luôn đi một bước trước những kẻ khác cảm giác khó đoán và hơi đáng sợ.Xem thêm
Một kẻ thì luôn hận thù, với hắn luôn luôn còn những thứ khác để chinh phục và đàn áp cảm giác nguy hiểm.
Một kẻ thì mới bước vào cuộc đời, nhiều thứ mới lạ và luôn muốn tìm tòi khám phá cảm giác khó hiểu nhưng an toàn."
722308223273849,2023-10-28 16:28:27,"Hai anh em, cùng nếm một kiểu thất bại và bất lực trước nó😔"
722220333282638,2023-10-28 12:06:42,"Biên kịch của series bày tỏ cảm kích trước những lời khen dành cho tập 4 của Loki.
Tuy nhiên ông cũng cho biết những tập hay nhất của series sẽ là tập 5 và 6 cơ nên người hâm mộ hãy sẵn sàng cho đoạn kết sắp tới 🤩🤩🤩
Mà tập 4 có quả kết há hốc mồm thật 😨😨😨"
722182343286437,2023-10-28 10:14:32,"Có anh em nào giống tôi không?
Lấy được suit Venom rồi thì đi chụp choẹt suốt ngày để làm hình nền chứ méo thèm đi bắt cướp cứu người nữa :v"
721879149983423,2023-10-27 22:22:23,"Không hiểu sao hồi xưa các bác cho trẻ em xem mấy quả phim bánh cuốn như thế từ Spider-Man, Fantastic Four, X-Men, Transformers,..."
721815399989798,2023-10-27 20:04:20,Loki S2 tập 4 nó kiểu:
721737353330936,2023-10-27 16:46:31,"Hôm bữa ra sân bay chụp được hình với Ryan Reynolds, ông anh là sao Hollywood mà giản dị lắm ai xin cũng cho chụp cùng, lại còn ngồi phòng chờ cùng hạn ghế Eco nữa chứ 🥲🥲🥲

Video: shaunbirley"
721618840009454,2023-10-27 11:25:27,"Tập 4: ""Trái Tim của TVA"" đã lên sóng trên D+.
Ôi mẹ ơi kết tập này WTF cực kỳ nổ não literally🤯🤯🤯. Tôi và các bạn không hề sẵn sàng cho tập này đâu.😵😵‍💫😨😱😳🥺
Season này đang có kế hoạch gì vậy? Wow.🫠"
721258360045502,2023-10-26 20:57:22,"Nói chút về Loki - everywhere everything all at once

Đã gần được 1 nửa hành trình của series Loki season 2 nhưng có thể nói là người xem hoàn toàn chưa biết được điều gì đang chờ đợi ở phía trước, tiếp nối vàoXem thêm mạch phim của mùa đầu tiên với quá nhiều thông tin khiến cho người xem bắt đầu bị đánh lạc hướng vào hành trình truy lùng và cứu lấy dòng thời gian của Loki mà không để ý rằng tất cả mọi chuyện vốn vẫn đều nằm trong dự định của He Who Remains.
Loki, Sylvie, Ms.Minutes hay TVA tất cả chỉ đều hành động theo bản năng của họ mà không có bất kì khoản thời gian nào để dừng lại suy nghĩ rằng quyết định của mình có chính xác hay không. Mọi thứ khi này đều dồn vào Victor Timely, một biến thể… Xem thêm"
721026916735313,2023-10-26 12:48:47,Tin đồn là Marvel vừa bổ sung thêm một chi tiết bất ngờ vào The Marvels để làm đòn bẩy cho các dự án trong tương lai. Có thể là ở after credit hoặc mid credit
720708723433799,2023-10-25 22:59:08,Tận cùng thời gian rồi còn gì nữa. Ông cứ văn với tôi 🤡🤡
720457993458872,2023-10-25 14:14:53,"Mấy đứa “cứ ngồi im, tình yêu sẽ tới”:"
720087213495950,2023-10-24 22:32:43,"Tôi không nhận ra MCU nếu chỉ cắt cảnh thì cũng nhiều đoạn kinh dị ra phết, trông như vũ trụ kinh dị vậy"
719821840189154,2023-10-24 12:48:56,"Cá nhân mình cực kì thích những phần cảnh bay lượn hoặc chiến đấu tốc độ cao của các siêu anh hùng, nó tạo cảm giác thu hút tầm nhìn cực kì, hồi xưa thì thích đoạn ""Flame On"" của Johny Storm trong F4, sau này thì mê mấy cảnh bay lượn phá tàu địch của Captain Marvel"
719491253555546,2023-10-23 23:29:18,"Một nhóm Avengers khác ở một vũ trụ xa xa, thật xa chuẩn bị được tụ họp, Cùng đón chờ màn Avengers Assemble không giống ai cùng với LEGO Marvel Avengers: Code Red."
719445080226830,2023-10-23 21:51:28,"2 chú Nhện đã đánh bại anh trọc Kratos và boy (GOW Ragnarok) để trở thành game Playstation bán chạy nhất mọi thời đại trong vòng 24 giờ mở bán 😎

Năm sau (hoặc sau nữa) sang quả Marvel's Wolverine nữa thì sướng...."
719355796902425,2023-10-23 18:59:02,"Chớ dại mà ""cộng sự-zone"" anh Kang 🤭🤪
Miss Minutes khoái chí ra mặt :)))"
719311830240155,2023-10-23 17:18:28,"Nếu hôm đó là anh mặc quần nâu là đỡ hơn rồi, tự nhiên lại chơi màu trắng làm gì không biết 🥲"
719308623573809,2023-10-23 17:11:22,Đang ngồi đấu dây mạng mà lỡ ghiền Marvel quá thì làm gì?
719178106920194,2023-10-23 11:32:02,Đừng mê mấy nhân vật 2D kh có thật nữa
719132703591401,2023-10-23 09:29:16,Mới m.u.a được đĩa game chính hãng mà giá lại mềm nữa ae ạ. Game hay thực sự luôn
718587996979205,2023-10-22 12:04:26,"Show Loki season 2 đã đi được nửa đường trong tổng cộng 6 tập rồi. Các bạn thấy tập 3 thế nào?
Ad rất thích bộ đôi năng động Lo-Mo, tương tác rất hài giữa họ :)))). Để xem cả hai và TVA sẽ giải cứu đa vũ trụ như thế nào hay là họ chỉ là những quân cờ đi theo những bước đã sắp đặt của Hi Hu Rì Mên?"
718195780351760,2023-10-21 19:29:22,"Một con muốn hấp cả thế giới và một con chỉ muốn hấp bạn🤖. Sợ con nào hơn?🫣
Ảnh: New Rockstar"
718119600359378,2023-10-21 15:59:19,"Captain America: Brave New World thông báo lịch chiếu mời và sẽ ra mắt vào tháng 5 năm 2024 để thay vào slot của Deadpool.
Vì quá trình quay Deadpool bị delay do cuộc đình công và vẫn chưa thể quay tiếp nên sẽ chuyển xuống cuối năm, ưu tiên những phim đã quay xong như Captain America được chiếu trước."
718088350362503,2023-10-21 14:26:47,"Thời đại này 1m2 có 5 thằng Wibu, He who Remains cũng không phải ngoại lệ"
718008037037201,2023-10-21 10:40:58,Đoạn thấy con đồng hồ đỏ mặt lên là thấy có điềm rồi😳🙄
717678723736799,2023-10-20 20:51:54,"""Có cao thế đâu."""
717610430410295,2023-10-20 18:06:40,"Loki season 2 tập 3 be like :)))
Xem xong cảm giác có vẻ mọi chuyện vẫn như He Who Remains sắp đặt🤔"
717455390425799,2023-10-20 11:44:22,"Tập 3 Loki season 2 đã về trên Disney+.
Các tên miền khác của VN thì chắc chiều mới có🐧."
716971130474225,2023-10-19 17:53:30,"Đạo diễn Thanos làm ăn chèn ép người Trái Đất quá😔
⛰️🏞🏝⬇️🐧🐧🐧🐧😌😌😌"
716792367158768,2023-10-19 10:14:43,"Trong tựa game Spider-Man 2 do trong vũ trụ game này luôn tồn tại 2 phiên bản của Peter và Miles cùng hành hiệp, nên nếu khi đi đường mà bạn vô tình gặp Spider-Man còn lại thì cả 2 sẽ làm hành động này 🤣🤣🤣"
716322160539122,2023-10-18 18:02:16,Ơ lại thay cast à :v
716243487213656,2023-10-18 16:15:04,"Sự kiện quảng bá cho series LOKI của Marvel tại London (Anh). Khách mời khi tham gia sự kiện sẽ được tham quan trải nhiệm các khung cảnh của trụ sở TVA

__________________________
Cảm ơn clip của bạn Nguyễn Dũng - thành viên Hội hâm mộ Marvel group"
716200983884573,2023-10-18 14:45:05,"Tỷ phú Tony Stark rất bực tức về việc bộ phim tâm huyết có tên Đất rừng Wakanda do chính mình sản xuất gặp rất nhiều ý kiến trái chiều trên mạng xã hội

Tỷ phú thẳng thừng tuyên bố trên mạng xã hội: ""Tin tôi,Xem thêm không uổng tiền vé đâu. Nếu mà ai nói với tôi là đi xem phim này uổng tiền quá thì nhắn tin cho tôi, tôi trả tiền lại gấp đôi, được chưa?"""
